rel_ms,value_mv,normalized
292.96875,0.07245621,0.38250619
296.875,0.07428969,0.39089060
300.78125,0.07815786,0.37393928
304.6875,0.07297367,0.33151770
308.59375,0.04941007,0.26899439
312.5,0.05317122,0.19656985
316.40625,0.04367323,0.12522957
320.3125,0.03644686,0.06493799
324.21875,0.01817728,0.02195632
328.125,0.02569094,-0.00759342
332.03125,0.01834415,-0.03994389
335.9375,0.00980325,-0.09573618
339.84375,0.00383573,-0.18744048
343.75,-0.01077826,-0.30950826
347.65625,-0.04266370,-0.43669969
351.5625,-0.05147438,-0.53553921
355.46875,-0.05411724,-0.58358365
359.375,-0.04600439,-0.58081174
363.28125,-0.05562951,-0.54603374
367.1875,-0.04150255,-0.50503701
371.09375,-0.03089032,-0.47760597
375.0,-0.05121376,-0.46871167
378.90625,-0.02784850,-0.46942496
382.8125,-0.03627304,-0.46449277
386.71875,-0.03735697,-0.43866086
390.625,-0.02692807,-0.38112199
394.53125,-0.00434270,-0.28944063
398.4375,-0.01173156,-0.17210296
402.34375,0.02864027,-0.04839603
406.25,0.05202519,0.06032404
410.15625,0.03047064,0.14574997
414.0625,0.04997018,0.21527943
417.96875,0.08071411,0.27829295
421.875,0.07299109,0.33621398
425.78125,0.07602307,0.38276154
429.6875,0.07345614,0.40404406
433.59375,0.08971855,0.38228741
437.5,0.08030204,0.31245771
441.40625,0.06019413,0.21801746
445.3125,0.03897286,0.14123109
449.21875,0.02919519,0.10967906
453.125,0.06096723,0.11195739
457.03125,0.04033000,0.10856313
460.9375,0.05040187,0.06600408
464.84375,0.02803389,-0.01890340
468.75,-0.00471868,-0.12363621
472.65625,0.00276596,-0.22419460
476.5625,0.00278070,-0.31158945
480.46875,-0.03234132,-0.38772830
484.375,-0.03650254,-0.45609838
488.28125,-0.01698093,-0.51802891
492.1875,-0.06466608,-0.56991249
496.09375,-0.06080668,-0.60602653
500.0,-0.03718760,-0.62733507
503.90625,-0.04745140,-0.63809973
507.8125,-0.06158615,-0.63183051
511.71875,-0.06142453,-0.59326780
515.625,-0.03265823,-0.51783985
519.53125,-0.01626110,-0.42039531
523.4375,-0.01211392,-0.32323310
527.34375,-0.00716478,-0.24159256
531.25,0.01660241,-0.17861953
535.15625,0.01362995,-0.12627622
539.0625,0.01127726,-0.07147903
542.96875,0.05679568,-0.00598644
546.875,0.02817803,0.06944682
550.78125,0.05104420,0.14686531
554.6875,0.06025250,0.21224244
558.59375,0.08531117,0.25166908
562.5,0.06430467,0.26478299
566.40625,0.07364260,0.26837212
570.3125,0.05715269,0.27993894
574.21875,0.08214160,0.29805630
578.125,0.08104774,0.30259326
582.03125,0.07925291,0.27454340
585.9375,0.05432965,0.21304871
589.84375,0.06075562,0.13440499
593.75,0.03848579,0.05933187
597.65625,0.03351404,-0.00058045
601.5625,0.02779515,-0.05143084
605.46875,0.03336702,-0.11288992
609.375,0.00167740,-0.20019411
613.28125,-0.00151270,-0.30825993
617.1875,-0.02366424,-0.41391903
621.09375,-0.02929169,-0.49325395
625.0,-0.03853551,-0.53850597
628.90625,-0.03819634,-0.56106371
632.8125,-0.03157924,-0.57838827
636.71875,-0.05671841,-0.59791493
640.625,-0.03559194,-0.61402065
644.53125,-0.05449669,-0.61754876
648.4375,-0.03603523,-0.60357141
652.34375,-0.04188607,-0.56999201
656.25,-0.03248198,-0.51396108
660.15625,-0.02573071,-0.43512133
664.0625,0.00112987,-0.34223828
667.96875,0.00082211,-0.25156987
671.875,0.02104530,-0.17584132
675.78125,0.01443093,-0.11658973
679.6875,0.02649022,-0.06794070
683.59375,0.05882552,-0.02280063
687.5,0.02905540,0.02763963
691.40625,0.04663419,0.09200247
695.3125,0.06209689,0.16856848
699.21875,0.09164890,0.24254121
703.125,0.06637089,0.29763103
707.03125,0.08532871,0.32528281
710.9375,0.09507419,0.32400629
714.84375,0.07169867,0.29740691
718.75,0.06913344,0.25184920
722.65625,0.08629728,0.19335999
726.5625,0.05313573,0.12953645
730.46875,0.03938944,0.06993201
734.375,0.05316981,0.01680870
738.28125,0.02742729,-0.04063606
742.1875,0.03901645,-0.11585087
746.09375,0.01933433,-0.20929143
750.0,-0.01908894,-0.30734801
753.90625,-0.00599323,-0.39860016
757.8125,-0.02118014,-0.48745030
761.71875,-0.04239707,-0.58888173
765.625,-0.03601424,-0.71270734
769.53125,-0.08755908,-0.85478014
773.4375,-0.10057323,-1.00293708
777.34375,-0.11189079,-1.14869630
781.25,-0.11520367,-1.28446114
785.15625,-0.15514353,-1.38293350
789.0625,-0.14106001,-1.38068700
792.96875,-0.11249893,-1.18190038
796.875,-0.05383274,-0.67993891
800.78125,0.07712558,0.20770416
804.6875,0.23835875,1.49714816
808.59375,0.46174771,3.10405445
812.5,0.70697051,4.83663511
816.40625,0.91408497,6.42595243
820.3125,1.08017683,7.58796215
824.21875,1.15445459,8.09999180
828.125,1.12613332,7.86843252
832.03125,0.98967505,6.95932865
835.9375,0.79696101,5.57232475
839.84375,0.58428425,3.96839666
843.75,0.35000059,2.38838363
847.65625,0.21010751,1.00108624
851.5625,0.01626238,-0.10331265
855.46875,-0.06733833,-0.89266515
859.375,-0.15061112,-1.37527955
863.28125,-0.16537984,-1.59411526
867.1875,-0.17726380,-1.62121165
871.09375,-0.16632658,-1.54203093
875.0,-0.13567308,-1.42974222
878.90625,-0.13573503,-1.32181668
882.8125,-0.12892503,-1.21768355
886.71875,-0.09439097,-1.10020709
890.625,-0.09108212,-0.96073836
894.53125,-0.06742056,-0.81061053
898.4375,-0.03632699,-0.67795116
902.34375,-0.03645534,-0.59297907
906.25,-0.02946386,-0.56932491
910.15625,-0.03220522,-0.59421611
914.0625,-0.03586295,-0.63394558
917.96875,-0.05140744,-0.65150446
921.875,-0.03546741,-0.62685698
925.78125,-0.03244669,-0.56606990
929.6875,-0.01332410,-0.49195719
933.59375,-0.00408733,-0.42410463
937.5,-0.00400670,-0.36552280
941.40625,-0.01233270,-0.30823714
945.3125,0.02704320,-0.24951352
949.21875,0.02980242,-0.19582240
953.125,0.01819641,-0.15103541
957.03125,0.03109215,-0.10995658
960.9375,0.04396369,-0.06548841
964.84375,0.04448796,-0.01664688
968.75,0.04821974,0.02948708
972.65625,0.06051555,0.06045682
976.5625,0.05875917,0.06738074
980.46875,0.06389800,0.05592199
984.375,0.04361084,0.04479128
988.28125,0.04381574,0.04789385
992.1875,0.08283079,0.06047773
996.09375,0.04122462,0.06692214
1000.0,0.06171151,0.05690307
1003.90625,0.05502487,0.03039739
1007.8125,0.04826834,-0.00658912
1011.71875,0.03097926,-0.04917467
1015.625,0.04468609,-0.10053235
1019.53125,0.02960970,-0.16875881
1023.4375,0.01412124,-0.25316313
1027.34375,-0.00567922,-0.33819824
1031.25,0.00179511,-0.40399712
1035.15625,-0.00872832,-0.43988913
1039.0625,-0.02199093,-0.44899958
1042.96875,-0.00677252,-0.44540733
1046.875,-0.00778820,-0.44524336
1050.78125,-0.00708417,-0.45380446
1054.6875,-0.01678362,-0.46047926
1058.59375,-0.02111830,-0.45015946
1062.5,-0.00329099,-0.42066422
1066.40625,-0.00539566,-0.38631365
1070.3125,0.01635861,-0.36189333
1074.21875,-0.00035805,-0.34460774
1078.125,-0.01333230,-0.31813806
1082.03125,0.01510211,-0.27634117
1085.9375,0.03749859,-0.23253641
1089.84375,0.01900546,-0.19887315
1093.75,0.01977025,-0.16861142
1097.65625,0.02089056,-0.12955809
1101.5625,0.05676533,-0.08571111
1105.46875,0.03682075,-0.05409519
1109.375,0.04069018,-0.04495616
1113.28125,0.05109911,-0.05251516
1117.1875,0.03325191,-0.06120623
1121.09375,0.04900732,-0.05616388
1125.0,0.03798420,-0.03145400
1128.90625,0.05144116,0.00552320
1132.8125,0.05806363,0.03604512
1136.71875,0.06122111,0.04040137
1140.625,0.04218403,0.01087897
1144.53125,0.05345416,-0.04303189
1148.4375,0.03459955,-0.10133867
1152.34375,0.01466068,-0.14880507
1156.25,0.03633608,-0.18767937
1160.15625,0.02167860,-0.23169363
1164.0625,0.02017326,-0.28438708
1167.96875,-0.01782311,-0.33041328
1171.875,0.01138771,-0.35252312
1175.78125,0.00736318,-0.34941030
1179.6875,0.00344213,-0.33277935
1183.59375,0.00974099,-0.31583431
1187.5,-0.00962228,-0.31139752
1191.40625,0.01883997,-0.33380944
1195.3125,0.00087662,-0.38885492
1199.21875,-0.00135466,-0.45704594
1203.125,-0.03716653,-0.49709195
1207.03125,-0.02931744,-0.47901750
1210.9375,0.01463303,-0.41385001
1214.84375,0.00418466,-0.34281671
1218.75,0.01408501,-0.29839370
1222.65625,0.00214747,-0.28161606
1226.5625,0.00939781,-0.27294695
1230.46875,0.02219699,-0.25575143
1234.375,0.00995863,-0.22799979
1238.28125,0.03961819,-0.19696961
1242.1875,0.01440685,-0.16740881
1246.09375,0.03411322,-0.13726293
1250.0,0.03150139,-0.10465568
1253.90625,0.04181286,-0.07439860
1257.8125,0.05476888,-0.05343588
1261.71875,0.02792300,-0.04250244
1265.625,0.04780275,-0.03758790
1269.53125,0.04410250,-0.03754190
1273.4375,0.05241754,-0.04315009
1277.34375,0.04102369,-0.04953801
1281.25,0.03383269,-0.04811988
1285.15625,0.04368436,-0.03942560
1289.0625,0.05113899,-0.03833264
1292.96875,0.04204018,-0.06195211
1296.875,0.03093655,-0.11406607
1300.78125,0.03081746,-0.18211362
1304.6875,0.00375434,-0.24642135
1308.59375,0.01233883,-0.29237464
1312.5,0.01247216,-0.31609893
1316.40625,0.00590967,-0.32042852
1320.3125,0.00106508,-0.30996361
1324.21875,0.00635635,-0.29345798
1328.125,0.00958135,-0.28582832
1332.03125,0.02632711,-0.29849941
1335.9375,-0.00663490,-0.32613134
1339.84375,-0.00991492,-0.34974810
1343.75,0.01266363,-0.35494578
1347.65625,0.00275018,-0.34228992
1351.5625,-0.00913983,-0.32326490
1355.46875,0.02097175,-0.31295279
1359.375,0.00153518,-0.32082707
1363.28125,0.00189963,-0.34043241
1367.1875,0.00049588,-0.35054153
1371.09375,-0.00091873,-0.33109254
1375.0,0.01376901,-0.28018612
1378.90625,0.00357630,-0.21836203
1382.8125,0.04706039,-0.17478424
1386.71875,0.02407592,-0.16244254
1390.625,0.01947109,-0.16623814
1394.53125,0.01537951,-0.16163564
1398.4375,0.02974096,-0.14405660
1402.34375,0.04037050,-0.13190685
1406.25,0.03278522,-0.13998756
1410.15625,0.01733635,-0.15802287
1414.0625,0.02908854,-0.16034459
1417.96875,0.01186189,-0.13424945
1421.875,0.04963955,-0.09495212
1425.78125,0.04037744,-0.07112024
1429.6875,0.03408028,-0.07722551
1433.59375,0.03417774,-0.10257179
1437.5,0.02262446,-0.12559021
1441.40625,0.02617257,-0.13475430
1445.3125,0.03768889,-0.13511676
1449.21875,0.02364651,-0.13781093
1453.125,0.02908755,-0.14748991
1457.03125,0.02238456,-0.16077320
1460.9375,0.02017039,-0.17334631
1464.84375,0.01882663,-0.18631022
1468.75,0.02512491,-0.20611575
1472.65625,0.00685538,-0.23842655
1476.5625,0.01633853,-0.28090113
1480.46875,-0.00330293,-0.32073298
1484.375,-0.00258655,-0.34127015
1488.28125,-0.00574883,-0.33591509
1492.1875,0.01183062,-0.31650701
1496.09375,-0.00295729,-0.30454686
1500.0,0.01478778,-0.31210586
1503.90625,-0.01239904,-0.33157611
1507.8125,0.00458166,-0.34440958
1511.71875,-0.01345245,-0.33955503
1515.625,0.01463169,-0.32279122
1519.53125,-0.00620837,-0.30927214
1523.4375,0.00856283,-0.30993888
1527.34375,-0.00440366,-0.32532829
1531.25,-0.00518365,-0.34825948
1535.15625,0.00589936,-0.36900708
1539.0625,-0.02038782,-0.38137338
1542.96875,-0.01944621,-0.39191622
1546.875,0.00452615,-0.42356557
1550.78125,-0.03522447,-0.50074446
1554.6875,-0.02997926,-0.62502033
1558.59375,-0.06499930,-0.76422185
1562.5,-0.08571059,-0.86262780
1566.40625,-0.07228796,-0.85990727
1570.3125,-0.03938022,-0.70012093
1574.21875,-0.00350456,-0.32688099
1578.125,0.07809489,0.31614596
1582.03125,0.21994963,1.26393402
1585.9375,0.36868072,2.49697661
1589.84375,0.58054310,3.91636300
1593.75,0.77075720,5.34327364
1597.65625,0.91923541,6.54875851
1601.5625,1.04576540,7.30676174
1605.46875,1.06856477,7.45716381
1609.375,0.98469502,6.95848656
1613.28125,0.84604669,5.90325212
1617.1875,0.64854300,4.48528767
1621.09375,0.42746383,2.93636465
1625.0,0.24986267,1.46246493
1628.90625,0.05831088,0.20567499
1632.8125,-0.05293496,-0.76065391
1636.71875,-0.15426382,-1.41780090
1640.625,-0.21286964,-1.78853929
1644.53125,-0.21738794,-1.92970800
1648.4375,-0.22532435,-1.91839552
1652.34375,-0.19509113,-1.82547200
1656.25,-0.19808586,-1.69189978
1660.15625,-0.17028870,-1.52729785
1664.0625,-0.14331605,-1.32965600
1667.96875,-0.12027095,-1.10750973
1671.875,-0.07552025,-0.88760149
1675.78125,-0.04974654,-0.70236135
1679.6875,-0.03902219,-0.56756943
1683.59375,-0.04171385,-0.47368494
1687.5,-0.00952500,-0.40022764
1691.40625,-0.00212978,-0.33277255
1695.3125,0.00167983,-0.26397538
1699.21875,-0.00346855,-0.18862765
1703.125,0.03231177,-0.10618252
1707.03125,0.04139395,-0.02357200
1710.9375,0.03492858,0.04844598
1714.84375,0.03985448,0.09733501
1718.75,0.05773624,0.10918737
1722.65625,0.06119091,0.07957137
1726.5625,0.04105163,0.02770573
1730.46875,0.00366274,-0.01250751
1734.375,0.04504995,-0.02393941
1738.28125,0.03608127,-0.02152975
1742.1875,0.03941402,-0.03115803
1746.09375,0.02120737,-0.06105340
1750.0,0.01097484,-0.09914105
1753.90625,0.02416262,-0.13195826
1757.8125,0.00914608,-0.15919183
1761.71875,0.00842725,-0.19106399
1765.625,0.00658471,-0.23537165
1769.53125,-0.00268753,-0.28744978
1773.4375,-0.02640523,-0.33367759
1777.34375,-0.00708754,-0.36585918
1781.25,-0.02405936,-0.38917875
1785.15625,-0.02424302,-0.41512907
1789.0625,-0.01930147,-0.44977227
1792.96875,-0.04354794,-0.48775792
1796.875,-0.03006461,-0.51376241
1800.78125,-0.04850166,-0.51117808
1804.6875,-0.03195949,-0.47531730
1808.59375,-0.01888417,-0.42042914
1812.5,-0.02139112,-0.37032047
1816.40625,-0.01893854,-0.33916548
1820.3125,-0.00380701,-0.32023469
1824.21875,-0.01006501,-0.29185563
1828.125,-0.01844977,-0.23706593
1832.03125,0.01959560,-0.16159666
1835.9375,0.01554209,-0.09098284
1839.84375,0.02858321,-0.04853375
1843.75,0.02002295,-0.03788358
1847.65625,0.02497436,-0.04358036
1851.5625,0.02584081,-0.04258895
1855.46875,0.01535385,-0.01834421
1859.375,0.03551724,0.02704533
1863.28125,0.03552178,0.07242457
1867.1875,0.06210051,0.09519626
1871.09375,0.01960202,0.09082372
1875.0,0.04078763,0.07164833
1878.90625,0.03510749,0.05008124
1882.8125,0.03207129,0.02934008
1886.71875,0.02596911,0.00609560
1890.625,0.02434310,-0.02569098
1894.53125,0.02523939,-0.07148571
1898.4375,-0.01198039,-0.13275029
1902.34375,0.01035218,-0.20767744
1906.25,-0.01048838,-0.29278359
1910.15625,-0.02624509,-0.37971127
1914.0625,-0.04358395,-0.45441943
1917.96875,-0.04942570,-0.50527203
1921.875,-0.03389581,-0.53071767
1925.78125,-0.05085302,-0.53723174
1929.6875,-0.05413346,-0.53360778
1933.59375,-0.04853671,-0.52915657
1937.5,-0.04300226,-0.53101641
1941.40625,-0.04812162,-0.53736120
1945.3125,-0.05394276,-0.53541952
1949.21875,-0.04443874,-0.50928158
1953.125,-0.03439414,-0.44985086
1957.03125,-0.03916190,-0.36124995
1960.9375,-0.00911535,-0.26335147
1964.84375,0.00259709,-0.18397357
1968.75,0.01069014,-0.13828553
1972.65625,-0.00058038,-0.11386352
1976.5625,0.00722039,-0.08144039
1980.46875,0.00809793,-0.02292888
1984.375,0.04280471,0.05201986
1988.28125,0.02710784,0.11653016
1992.1875,0.06437089,0.15213633
1996.09375,0.01826228,0.16467357
2000.0,0.04841018,0.17625998
2003.90625,0.05334463,0.20347090
2007.8125,0.04752462,0.24290776
2011.71875,0.05307079,0.27255079
2015.625,0.06709560,0.26590827
2019.53125,0.03842564,0.21167773
2023.4375,0.04318996,0.12344173
2027.34375,0.02125570,0.02954794
2031.25,0.00396004,-0.04730546
2035.15625,-0.00209343,-0.10391361
2039.0625,0.01176129,-0.15251230
2042.96875,-0.00348348,-0.20222144
2046.875,-0.03341478,-0.24857078
2050.78125,-0.02104924,-0.28587693
2054.6875,-0.02550576,-0.32316822
2058.59375,-0.03391967,-0.37808749
2062.5,-0.03214892,-0.45466980
2066.40625,-0.06766467,-0.53159708
2070.3125,-0.06467367,-0.57596976
2074.21875,-0.06776384,-0.57093054
2078.125,-0.05313335,-0.52932751
2082.03125,-0.03753042,-0.47927421
2085.9375,-0.05511287,-0.43856454
2089.84375,-0.04092297,-0.40505680
2093.75,-0.02847187,-0.36629578
2097.65625,-0.03701533,-0.31106311
2101.5625,-0.01357870,-0.23523834
2105.46875,-0.01565010,-0.14597563
2109.375,0.01629460,-0.06065478
2113.28125,0.02142448,0.00594630
2117.1875,0.00865937,0.05563439
2121.09375,0.01646161,0.10232089
2125.0,0.05302283,0.15363845
2128.90625,0.02761525,0.20397344
2132.8125,0.05765168,0.24536459
2136.71875,0.04319353,0.27774310
2140.625,0.03697653,0.30380821
2144.53125,0.07248365,0.31687590
2148.4375,0.05626668,0.30327269
2152.34375,0.03616271,0.25981921
2156.25,0.04150645,0.20153584
2160.15625,0.02981647,0.14908455
2164.0625,0.01985019,0.11106264
2167.96875,0.02180185,0.07724413
2171.875,0.02683447,0.02807526
2175.78125,-0.01322243,-0.04836027
2179.6875,-0.00095637,-0.14899971
2183.59375,-0.03541009,-0.26158458
2187.5,-0.03067183,-0.37230882
2191.40625,-0.06021476,-0.47103986
2195.3125,-0.07428793,-0.55889744
2199.21875,-0.08543141,-0.65494740
2203.125,-0.08883497,-0.78862661
2207.03125,-0.11893523,-0.97555017
2210.9375,-0.16146122,-1.19707656
2214.84375,-0.19216156,-1.40224254
2218.75,-0.20437062,-1.52148533
2222.65625,-0.16575223,-1.46839976
2226.5625,-0.15048566,-1.13424230
2230.46875,-0.05892555,-0.41125086
2234.375,0.09239504,0.73999608
2238.28125,0.29756433,2.21955633
2242.1875,0.52688909,3.77405143
2246.09375,0.71005106,5.06303644
2250.0,0.77404529,5.77477694
2253.90625,0.81560862,5.73595095
2257.8125,0.67924958,4.97189379
2261.71875,0.49006248,3.69375968
2265.625,0.32352963,2.21651387
2269.53125,0.09570798,0.84762073
2273.4375,-0.03537468,-0.20552149
2277.34375,-0.09698550,-0.87667453
2281.25,-0.16320808,-1.21689773
2285.15625,-0.17747909,-1.33021343
2289.0625,-0.17790775,-1.31718755
2292.96875,-0.16061580,-1.24811733
2296.875,-0.15465993,-1.15665758
2300.78125,-0.14512083,-1.04689264
2304.6875,-0.13141261,-0.91282374
2308.59375,-0.08601399,-0.75850075
2312.5,-0.09003369,-0.60293013
2316.40625,-0.05553708,-0.47053096
2320.3125,-0.05916034,-0.38094592
2324.21875,-0.04338550,-0.34504306
2328.125,-0.04174878,-0.36258593
2332.03125,-0.05499944,-0.41814831
2335.9375,-0.07642286,-0.48229447
2339.84375,-0.06338834,-0.52481669
2343.75,-0.07828220,-0.53224242
2347.65625,-0.06888464,-0.51598597
2351.5625,-0.07943159,-0.50444418
2355.46875,-0.04533017,-0.51876354
2359.375,-0.07747757,-0.54614645
2363.28125,-0.08969165,-0.54158896
2367.1875,-0.07139333,-0.46886507
2371.09375,-0.05172886,-0.34141150
2375.0,-0.01028835,-0.21522167
2378.90625,-0.01677589,-0.13891594
2382.8125,-0.02999479,-0.11343788
2386.71875,-0.01161234,-0.09862464
2390.625,-0.01498052,-0.05238099
2394.53125,-0.00722690,0.03579838
2398.4375,0.03189278,0.14167178
2402.34375,0.03474216,0.23310570
2406.25,0.02858162,0.29865190
2410.15625,0.03535360,0.34609622
2414.0625,0.05373545,0.37974280
2417.96875,0.05945400,0.39303488
2421.875,0.04226890,0.38239655
2425.78125,0.02995370,0.35410768
2429.6875,0.05811660,0.31585127
2433.59375,0.03317731,0.27321139
2437.5,0.01301669,0.23364329
2441.40625,0.02431928,0.20073991
2445.3125,0.01943480,0.16411299
2449.21875,0.01780490,0.10536233
2453.125,-0.01035661,0.01637566
2457.03125,-0.01332099,-0.09199728
2460.9375,-0.04345328,-0.19885841
2464.84375,-0.03353860,-0.28840294
2468.75,-0.06799705,-0.35786763
2472.65625,-0.05115259,-0.41402176
2476.5625,-0.06412717,-0.46271428
2480.46875,-0.09059262,-0.50316560
2484.375,-0.08402248,-0.53413975
2488.28125,-0.05864669,-0.55829471
2492.1875,-0.09166649,-0.57235909
2496.09375,-0.09695181,-0.56214124
2500.0,-0.07672749,-0.51857203
2503.90625,-0.06556927,-0.45172051
2507.8125,-0.05034551,-0.37986448
2511.71875,-0.05320171,-0.30993208
2515.625,-0.04710039,-0.23606221
2519.53125,-0.03351011,-0.15466495
2523.4375,-0.01007103,-0.07328282
2527.34375,-0.01011178,-0.00211512
2531.25,0.01000141,0.05949914
2535.15625,-0.00765988,0.12425115
2539.0625,0.01930301,0.20346205
2542.96875,0.03108926,0.29392171
2546.875,0.05164826,0.38000444
2550.78125,0.05002614,0.44749254
2554.6875,0.05047029,0.49196994
2558.59375,0.06236076,0.51427233
2562.5,0.05075372,0.51327169
2566.40625,0.08404982,0.48845205
2570.3125,0.03048423,0.44744867
2574.21875,0.03661121,0.40136310
2578.125,0.04940721,0.35012999
2582.03125,0.02730310,0.28174371
2585.9375,0.01129471,0.18899427
2589.84375,0.00863870,0.08148674
2593.75,-0.02064299,-0.01907957
2597.65625,-0.02506437,-0.09414766
2601.5625,-0.03546993,-0.14214855
2605.46875,-0.02458191,-0.17943622
2609.375,-0.05349668,-0.22797823
2613.28125,-0.04047293,-0.30143604
2617.1875,-0.07243579,-0.39693841
2621.09375,-0.07369360,-0.49331719
2625.0,-0.10036668,-0.55914903
2628.90625,-0.07309617,-0.57033008
2632.8125,-0.10346443,-0.52680546
2636.71875,-0.06832657,-0.45598751
2640.625,-0.05962343,-0.39627725
2644.53125,-0.05993160,-0.36896652
2648.4375,-0.06931515,-0.36284050
2652.34375,-0.05068248,-0.34554666
2656.25,-0.06898617,-0.28882495
2660.15625,-0.03471313,-0.18719706
2664.0625,-0.01200630,-0.05860748
2667.96875,-0.00373578,0.07142867
2671.875,0.00236026,0.18528089
2675.78125,0.03243849,0.27490520
2679.6875,0.02958985,0.33656442
2683.59375,0.03269038,0.36852330
2687.5,0.04075012,0.37151787
2691.40625,0.02954753,0.35079420
2695.3125,0.04230743,0.31942040
2699.21875,0.02087731,0.29697004
2703.125,0.00930920,0.29692557
2707.03125,0.03461445,0.31112534
2710.9375,0.04448649,0.31275705
2714.84375,0.01283950,0.28001302
2718.75,0.02233130,0.21359609
2722.65625,-0.01310763,0.13046135
2726.5625,-0.00271371,0.04609604
2730.46875,-0.01304794,-0.03382385
2734.375,-0.02434020,-0.10698365
2738.28125,-0.05247348,-0.16716136
2742.1875,-0.03859862,-0.20897931
2746.09375,-0.04620175,-0.23713675
2750.0,-0.05623250,-0.26601645
2753.90625,-0.04204376,-0.30883968
2757.8125,-0.07893392,-0.36668873
2761.71875,-0.07569741,-0.42767692
2765.625,-0.06481041,-0.47480068
2769.53125,-0.09530021,-0.49340421
2773.4375,-0.08784131,-0.47792071
2777.34375,-0.05942796,-0.43676192
2781.25,-0.07111276,-0.38563016
2785.15625,-0.06937920,-0.33415249
2789.0625,-0.04527149,-0.28261968
2792.96875,-0.05815221,-0.22906663
2796.875,-0.02989909,-0.17428109
2800.78125,-0.03371348,-0.11858805
2804.6875,-0.01858742,-0.05569676
2808.59375,-0.03265854,0.02383288
2812.5,0.01150689,0.11904304
2816.40625,0.02050954,0.21502659
2820.3125,0.02276649,0.29786137
2824.21875,0.02285176,0.36557099
2828.125,0.03806274,0.41879132
2832.03125,0.05570081,0.44957903
2835.9375,0.04932756,0.44901684
2839.84375,0.02917732,0.42143542
2843.75,0.03792915,0.38236251
2847.65625,0.02750579,0.34349537
2851.5625,0.03107380,0.30427331
2855.46875,0.00754148,0.25614041
2859.375,0.02677227,0.19252463
2863.28125,-0.00989283,0.11655747
2867.1875,-0.02231828,0.03847088
2871.09375,-0.01608011,-0.03499720
2875.0,-0.01038950,-0.10235563
2878.90625,-0.06002231,-0.15922794
2882.8125,-0.04784597,-0.20128191
2886.71875,-0.04884337,-0.23656338
2890.625,-0.03055765,-0.28052941
2894.53125,-0.08648828,-0.33572188
2898.4375,-0.05846172,-0.38687623
2902.34375,-0.08292945,-0.41746294
2906.25,-0.07841352,-0.42456743
2910.15625,-0.06152111,-0.41733038
2914.0625,-0.06933410,-0.40368938
2917.96875,-0.08183107,-0.38136894
2921.875,-0.06206083,-0.34436566
2925.78125,-0.05691264,-0.29418156
2929.6875,-0.04195236,-0.23830299
2933.59375,-0.04664499,-0.17954332
2937.5,-0.03442129,-0.11273719
